Document Number,Document type,Document Date,Posting Date,Cost Center,Profit Center,Year/month,Account,Plant,Material,Quantity,Amount in local currency,Local Currency,Purchasing Document,Reference,Document currency,Offsetting acct no.,Base Unit of Measure,Alternative Account No.,Transaction Code,Text,Assignment
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015893,-190,"-23,809",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-137,"-17,168",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001524,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015819,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-142,"-17,794",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-143,"-17,919",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-141,"-17,669",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-141,"-17,669",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-141,"-17,669",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-141,"-17,669",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-143,"-17,919",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015821,-143,"-17,919",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-158,"-19,799",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-158,"-19,799",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-163,"-20,426",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-163,"-20,426",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017485,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015836,-161,"-20,175",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017486,-192,"-24,060",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017486,-192,"-24,060",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017486,-192,"-24,060",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017486,-192,"-24,060",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017486,-192,"-24,060",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017486,-192,"-24,060",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015799,-202,"-25,313",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015799,-202,"-25,313",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015799,-202,"-25,313",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015799,-202,"-25,313",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015799,-202,"-25,313",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015799,-202,"-25,313",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015800,-236,"-29,573",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015800,-243,"-30,451",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015800,-236,"-29,573",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015800,-236,"-29,573",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015800,-236,"-29,573",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015800,-236,"-29,573",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-100,"-12,531",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-100,"-12,531",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-89,"-11,153",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-104,"-13,032",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-103,"-12,907",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-96,"-12,030",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-100,"-12,531",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015848,-100,"-12,531",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017487,-110,"-13,784",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017487,-110,"-13,784",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017487,-110,"-13,784",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017487,-110,"-13,784",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017487,-110,"-13,784",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017487,-110,"-13,784",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-114,"-14,285",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-114,"-14,285",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-118,"-14,787",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-118,"-14,787",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-119,"-14,912",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-109,"-13,659",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-114,"-14,285",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015852,-114,"-14,285",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-127,"-15,915",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-127,"-15,915",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-128,"-16,040",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-128,"-16,040",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-121,"-15,163",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-121,"-15,163",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-128,"-16,040",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015877,-128,"-16,040",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017488,-129,"-16,165",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017488,-129,"-16,165",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017488,-123,"-15,413",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017488,-123,"-15,413",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56231383,-135,"-16,917",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56231383,-135,"-16,917",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56231383,-135,"-16,917",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56231383,-135,"-16,917",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-138,"-17,293",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-138,"-17,293",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-132,"-16,541",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-132,"-16,541",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015878,-140,"-17,544",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017490,-154,"-19,298",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017490,-154,"-19,298",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017490,-144,"-18,045",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56017490,-144,"-18,045",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015886,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015886,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015886,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015886,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015886,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015886,-157,"-19,674",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-159,"-19,924",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-159,"-19,924",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-151,"-18,922",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-151,"-18,922",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-151,"-18,922",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-151,"-18,922",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-159,"-19,924",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015887,-159,"-19,924",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015842,-252,"-31,579",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015842,-256,"-32,080",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015842,-256,"-32,080",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015842,-237,"-29,699",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-134,"-16,792",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-134,"-16,792",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-134,"-16,792",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-134,"-16,792",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-134,"-16,792",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-134,"-16,792",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-131,"-16,416",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001525,WE,20/05/2019,20/05/2019,,600,2019/05,20011,3YUM,56015762,-131,"-16,416",COP,4502029751,85731470,USD,10505,KG,14651020,MIGO_GR,,
170001528,WE,21/05/2019,21/05/2019,,135,2019/05,20011,3YUM,30510514,"-2,000","-370,728",COP,4501999473,85734744,USD,10500,KG,14651020,MIGO_GR,,
170001528,WE,21/05/2019,21/05/2019,,135,2019/05,20011,3YUM,30510514,"-2,000","-2,595,096",COP,4501999473,85734744,USD,10500,KG,14651020,MIGO_GR,,
170001529,WE,21/05/2019,21/05/2019,,125,2019/05,20011,3YUM,91460570,"-3,200","-118,403",COP,4502002471,85730198,EUR,10520,KG,14651020,MIGO_GR,,
170001529,WE,21/05/2019,21/05/2019,,125,2019/05,20011,3YUM,91460570,"-3,200","-3,607,456",COP,4502002471,85730198,EUR,10520,KG,14651020,MIGO_GR,,
170001529,WE,21/05/2019,21/05/2019,,125,2019/05,20011,3YUM,91460570,"-3,200","-1,465,529",COP,4502002471,85730198,EUR,10520,KG,14651020,MIGO_GR,,
